Author,Datetime,Title,Content
debra16694,2019-11-20T18:04+00:00,WEIRDEST EXPERIENCE,"Dear All - by now you probably are thinking that i am a serial complainer but my symptoms just keep getting stranger - last december i literally woke up & felt like i couldnt walk with primarily achy joints, tendons, muscles, ligaments etc. then, overnight i developed swelling below my knees (like fatty deposits) i had both ultrasound, & they are just that, fatty deposits - but my achiness has gotten worse - & all the amount of yoga, gentle movement isnt making me feel better - i have also experienced tingling, electric shocks, zapping, burning body parts primarily during the night & early morning - during this time, i also experience that ""volcanic"" hot flash where it starts in my back & rolls up thr my body & often times i get cold afterward. However, today, i had the weirdest experience, i literally felt every nerve branch in my body tweaking, burning & ""on fire"" - i actually felt nauseous from the experience & while it is disipating as morning is coming on, it has literally rendered me feeling so scared & sick & i feel really spacey - what is happening to me? anyone else ever have this? this is like a normal hot flash on steroids -"
Eliaimee1970,2020-02-17T21:19+00:00,50 and living my nightmare,"hello i just turned 50 few weeks ago and i feel horrible . iam trying to figure it out my tooth ache and it seem the pain comes during ovulation cycle and after periods i already have a root canal and a revision 2 dentist and 2 endo telling me no fracture and no infection , i get ocasional night sweats, joint pain like left hip, left shoulder. stomach issues tgat cones and go . im so over this and very depressed"
clairewlcx,2019-12-02T12:53+00:00,Prescribed the wrong HRT,Hi is there anyone thats experienced this. i had my smear test on Thursday evening i was put on a fast track 2 week appointment. Also told i was on the wrong HRT i was on the combination for 2 years. i went back as i felt that my night symptoms were coming back. i was given everol 75 estrogen only. I was also given a years supply. The nurse told me i shouldn't be on them as they were for women without a womb. ive have had a lot of bleeding which the nurse says is connected with the parches. she told me thet would be having an internal inquiry to why this happened. i'm out if my mind with worry waiting for my hospital appointment.
Isabella789,2019-12-05T02:29+00:00,Menopause - Right shoulder pain and upper body pain,"Been menopausal for about a year now. Been having right shoulder pain for the last two years. Now that the right shoulder pain is easing a little, my entire upper body is starting to hurt. Some days it gets quite unbearable. I feel so old and tired. Please tell me that it'll get better."
Gypsy014,2019-12-06T12:58+00:00,Working from home during peri/menopause...,"Hi ladies , can all the ladies out there going through their peri/menopause that are working from home share please what it is they do from home and how you got started..I read a lot of woman that can't leave their house and carry on through out their day at work anymore because of their symptoms being so bad that they have had to quit their jobs and I am one of them.. I'm just wondering if any ladies could share some ideas of what they do from home to help make ends meet during this awful time of life.. Thanks 😃"
michelle29462,2020-02-17T17:37+00:00,Burning sweats/menthol feeling,Does anyone feel like there skin is badly sunburned.Also feel like im dripping in sweat but there is none.Then i get a menthol feeling allover and like acid rain drops feeling .It started in my face but now it taking over my whole body.
Kadija1966,2020-02-17T12:27+00:00,Breast and rib pain. Mainly left side.,"Hi ladies I seem to be getting more symptoms, since the weekend I am having pain in my arm, neck, ribs and breast. Mainly left side. It's a dull but annoying pain. It's also accompanied by chest congestion, it's flu like. Feels like I have phlegm in my lungsbut I don't cough though. Strange."
sakura26,2020-02-17T02:40+00:00,ANYONE tried the wiley protocol?,"I've been in peri hell for years and only getting worse, so am considering trying the wiley protocol so I can just function again. Static progesterone dosed through a standard OBGYN did not help and made some things worse. Has anyone tried the wiley protocol which mimics your natural cycle? Would love to hear about your experience. I'm in ca. Thanks!"
karen07486,2020-02-16T16:53+00:00,12 months free of periods!,"Hi lovely ladies, well i'm just post had my last period last Feb. My moods seem to have leveled out its the insomnia and hot flushes i cant do anything about them. My question is do the hot flushes ever stop? and do we ever get our sleep back in to some good state again? Love to you all i hope your suffering is getting some what better. Karen"
sakura26,2020-02-15T22:41+00:00,Hot flashes in LEGS????,I noticed the past few days a strange wave of heat that comes and goes in my right leg. Also have the usual hormonal breast tenderness. Can you have hot flashes in your LEGS? Is that a thing now. 😦
jaynie08827,2020-02-16T06:37+00:00,Waking up,symptoms are bad enough but does anyone else get woke up with surges ?? its weird and scary almost like fallung with extreme anxiety then cant get back to sleep .feel like i get the flu after the surge passes. its everytime...anyone els??and if so how do u deal with it
Kadija1966,2020-02-16T10:41+00:00,"Flu like symptoms, chest congestion.","Hi ladies Does anyone get flu like symptoms with congested chest, body aches, low mood. I've been having it for few weeks now, it's on and off. I'm sure it's perimenopause related. I don't cough or have fever."
TeresaJS,2015-05-11T14:35+00:00,"Lugol's Iodine and cysts, fibroids and cancer prevention",It seems that 2 drops a day will make a huge difference. I'm now starting this supplment. Any views on it? Experiences?
porsha16866,2020-02-16T13:11+00:00,Dizziness/other symptoms,Does anyone get dizzy on their period? I am on day 3... i started taking iron pills a couple days ago.. i also found out my vitamin D3 is low...
rhomo,2019-11-14T16:42+00:00,"Prickly sensations legs, neck, face","Hello. I've read several posts and am relieved that I'm not alone in wondering if my nerve symptoms might be related to hormones and menopause. I am in my early 50's and had my last period 1.5 years ago. About a year ago I started to get sharp, prickly sensations that started in my neck and thighs, then progressed to many other areas - including my face, arms, feet. The sensations come on many times daily, and seem to be very random. I also had some episodes of numb feeling in my face, which would last an hour or so. It was pretty scary at first, came out of nowhere and a bit more intense at first. After 6 months it seemed to become more low grade, but now has increased in frequency again. I've seen my family doc, 2 neurologists and had an MRI of my head. All normal. I also have a health care background and realized that the symptoms really didn't match any typical neurological pictures. I was told by the neurologists it might be due to some type of infection, which may be the case, but I started to seriously think about my shift in hormones. I've been trying to stretch daily, and do a lot of walking, just trying to stay healthy and positive but it's hard to ignore these symptoms when they occur so frequently. I see some others have had the prickly sharp pain. It would be great to hear how long it lasted , did you continue with your regular activity, and did you find anything that helped?"
