Author,Datetime,Title,Content
Juliebbg,2018-06-15T10:40+00:00,HRT DISCONTINUED ARRRHHH,I have been on Premia 2.5 for many years and all of a sudden it was discontinued without any warning. So no other with same ingredients had to buy 2 different 1 premarin and 1 provera. Now I went to chemist and they have supply issues with premarin so none anywhere been without for 6 days and headaches constant.. Now have been given patches estalis which is totally different but feel like an addict give me some hormones 🤤 menopause is bad enough but to take away a pill that softens the symptoms a bit is just rude. In Australia btw.
juanita93228,2018-06-14T14:40+00:00,Tastebuds! I guess they have estrogen receptors too.,"Is anyone having problems with taste? My tastebuds seem to have taken a vacation. Food doesn't taste as good as it used to. Everything tastes the same.  ?Also is anyone having issues with nausea and just not being hungry? I make myself eat three meals day during the week, but on the weekends I usually only eat one meal a day and it's not because of the nausea, I'm just not hungry."
lori93950,2018-06-13T22:13+00:00,How long does this terrible fatigue last ? Menopause .,Need some light at the end of this very dark tunnel! Been fatigued exhausted for 2 months now no matter how much sleep or how well I sleep just NEVER feel awake !  Dizzy faint and just an overall feeling of being sick when I know I’m not . So please only positive answers ! Please tell me this doesn’t go on forever ! I can’t stand it ! No life !!!!!!
pamela2016,2018-06-12T12:54+00:00,Just can't take no more,"I just don't know how to do any of this no more my whole body feels weird like nothing is functioning properly bp up and down I'm on meds,heart races off and on,I get hot and nauseated then chills,my digestive system is so messed up for awhile now. Bloated, indigestion,gas buildup seems bowels is sluggish. I have dizziness how do we do all this? After my March cycle things just keep getting worse have had labs done I cry everyday scared I'm dying from some horrible disease. I'm so scared of all this it's too many things at once to deal with and it's hard. My face stays flushed like I'm in a boiler burning skin off and on if some of these things would just stop I could deal with all this better. Things started getting worse right before this cycle I just ended and it just doesn't stop. My cycles is all over the map light,heavy, early, late and these symptoms isn't coming and going with cycles seems they staying around for good. I'm really at the end of my rope I'm drowning and nobody is listening my Dr always says anxiety and that is far from the case. My stomach burns when empty I'm so scared can anyone relate to all these things and no break or relief in sight?"
lori93950,2018-06-10T22:40+00:00,Cancelling Summer Trip due to Peri Symptoms,I feel so terrible for having to cancel my 3 week trip to Europe but the way I’m feeling...  ok one day then unable to leave the house the next .... it’s just not worth chancing it. The trip may actually improve my mood but to be 6000 miles from home with all these symptoms ... not worth it. This surely is an ILLNESS ! And definitely not in our minds .  If anybody can make me feel better 😪 if you’ve had to cancel events .. or anything important please respond !
gilly_64426,2018-06-14T17:06+00:00,Tired,"Hi ladies I just noticed that get awfully tired around 1pm and just want to fall asleep, any body else get this tired during the day"
Kim1971,2018-06-14T16:28+00:00,Low moods with menopause,Hi I've had an awfully week at work not due to work because I love my job but my mood.my boss called me in and said a couple of people have noticed I'm not me at the moment.im normally happy and out going but I've been miserable and tearful.i cried when he said it.im really struggling I'm tired my body aches so much.flushes have got worse I hate this feeling especially at work and for people to notice made me feel worse.also why do i get horrible thoughts and anxiety too.can any one give advise please
dora_39625,2018-06-14T07:52+00:00,Extreme fatigue,"Hi all, Just wanted to know if of you ladies out there suffer with extreme fatigue?? I'm really struggling this morning. To the point where I feel I can't move! It was a struggle just going to bathroom and felt like I was going to fall asleep in there!"
amy341731,2018-06-14T01:36+00:00,Chest discomfort/pain,"I have been doing “okay” the last few weeks,  keeping busy, working etc. Now I have an issue of when I wake up my chest hurts like right near my heart. It makes me so nervous, I’ve started wearing my fit bit to try to track my heart rate but that really doesn’t do much good right? I’m just frustrated because I was feeling pretty good for a few weeks and I have a very busy time of year right now… I just need all the energy and positive vibes I can get at this point… I really don’t want to run to the doctor and there are no other symptoms like dizziness or anything other than the usual being tired and this chest pain that I’m having but that kind of just wondering if anyone else has the same type a feeling...Feels worse right when I wake up and then periodically bothers me throughout the day, it’s been about five days now… Nothing particularly aggravated or makes it feel better. Take care all."
Str8tfans,2018-06-14T03:48+00:00,Uggh!! Heart flutters!,"Ugghhhh I’ve been almost FINE for like two months y’all- and all of a sudden it’s back!  So this is one thing, I had a very short span inbetween periods last month. Started May 19, lasted about 5-6 days...I was fine, nothing out of the ordinary, then started again on June 3rd! That’s the first time I’ve had that short of a cycle yet. Basically 19 days from the day I started in May, until I started again on the 3rd. Ok....so this last period, normal but shorter. Only lasted a total of like 3-4 days. Cramps weren’t that bad, and then it was gone. Now, several days after it’s over...I start feeling the weird headaches, digestion issues, and now these like “drops” of anxiety.  Basically where out of nowhere it’s like your heart drops and then goes “thump!” Once or twice and then back to normal for a bit. Then it does it again. I have a TON of experience with anxiety through my kids, family members- run rampant in my family. I didn’t have issues until a little over a year ago (when I found this forum thank god! Lol) but my anxiety attacks weren’t always these little “drops” on the roller coaster feelings, and the “thump!”.  I know I’ve heard many of you talk about this, the same symptoms. Can anyone tell me what you do or what helps you with these specific symptoms? Other than anti depressants. I don’t have insurance and don’t feel like I’m “there yet” when it comes to regular meds. Also don’t feel like popping a Xanax right now LOL!  Any tips y’all?  Hope someone’s awake, it’s almost midnight on the east coast of the U.S right now lol"
